Row ID,Order ID,Order Date,Ship Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Sales,Quantity,Discount,Profit,Right_Row ID,Right_Order Date,Right_Ship Date,Right_Ship Mode,Right_Customer ID,Right_Customer Name,Right_Segment,Right_Country,Right_City,Right_State2,Right_Postal Code,Right_Region,Right_Product ID,Right_Category,Right_Sub-Category,Right_Product Name,Right_Sales,Right_Quantity,Right_Discount,Right_Profit,State
9455,CA-2016-129546,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,90032,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,2,0.2,-8.2764,9453,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,81.792,6,0.2,26.5824,CA
9452,CA-2016-129546,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,90032,West,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",186.15,3,0,55.845,9454,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3,0,13.6851,CA
9453,CA-2016-129546,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,90032,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,81.792,6,0.2,26.5824,9454,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3,0,13.6851,CA
9454,CA-2016-129546,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,90032,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3,0,13.6851,9454,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3,0,13.6851,CA
9455,CA-2016-129546,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,90032,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,2,0.2,-8.2764,9454,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3,0,13.6851,CA
9452,CA-2016-129546,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,90032,West,OFF-AP-10002495,Office Supplies,Appliances,"Acco Smartsocket Table Surge Protector, 6 Color-Coded Adapter Outlets",186.15,3,0,55.845,9455,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,2,0.2,-8.2764,CA
9453,CA-2016-129546,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,90032,West,OFF-BI-10004001,Office Supplies,Binders,GBC Recycled VeloBinder Covers,81.792,6,0.2,26.5824,9455,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,2,0.2,-8.2764,CA
9454,CA-2016-129546,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,90032,West,OFF-SU-10004884,Office Supplies,Supplies,Acme Galleria Hot Forged Steel Scissors with Colored Handles,47.19,3,0,13.6851,9455,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,2,0.2,-8.2764,CA
9455,CA-2016-129546,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,90032,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,2,0.2,-8.2764,9455,2016-09-28 00:00:00,2016-10-05 00:00:00,Standard Class,RP-19855,Roy Phan,Corporate,United States,Los Angeles,California,90032,West,TEC-PH-10003555,Technology,Phones,Motorola HK250 Universal Bluetooth Headset,36.784,2,0.2,-8.2764,CA
6953,CA-2016-129917,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,90008,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,0.2,4.1328,6953,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,0.2,4.1328,CA
6954,CA-2016-129917,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,90008,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568,4,0.2,19.4184,6953,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,0.2,4.1328,CA
6955,CA-2016-129917,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,90008,West,TEC-PH-10000369,Technology,Phones,HTC One Mini,503.96,5,0.2,50.396,6953,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,0.2,4.1328,CA
6953,CA-2016-129917,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,90008,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,0.2,4.1328,6954,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568,4,0.2,19.4184,CA
6954,CA-2016-129917,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,90008,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568,4,0.2,19.4184,6954,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568,4,0.2,19.4184,CA
6955,CA-2016-129917,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,90008,West,TEC-PH-10000369,Technology,Phones,HTC One Mini,503.96,5,0.2,50.396,6954,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568,4,0.2,19.4184,CA
6953,CA-2016-129917,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,90008,West,OFF-BI-10001757,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,11.808,3,0.2,4.1328,6955,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10000369,Technology,Phones,HTC One Mini,503.96,5,0.2,50.396,CA
6954,CA-2016-129917,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,90008,West,OFF-BI-10004828,Office Supplies,Binders,GBC Poly Designer Binding Covers,53.568,4,0.2,19.4184,6955,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10000369,Technology,Phones,HTC One Mini,503.96,5,0.2,50.396,CA
6955,CA-2016-129917,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,90008,West,TEC-PH-10000369,Technology,Phones,HTC One Mini,503.96,5,0.2,50.396,6955,2016-10-02 00:00:00,2016-10-03 00:00:00,First Class,HM-14980,Henry MacAllister,Consumer,United States,Los Angeles,California,90008,West,TEC-PH-10000369,Technology,Phones,HTC One Mini,503.96,5,0.2,50.396,CA
9680,CA-2016-130113,2016-12-27 00:00:00,2016-12-31 00:00:00,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,94122,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389,9680,2016-12-27 00:00:00,2016-12-31 00:00:00,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389,CA
9681,CA-2016-130113,2016-12-27 00:00:00,2016-12-31 00:00:00,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,94122,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,668.16,9,0.2,75.1679999999999,9680,2016-12-27 00:00:00,2016-12-31 00:00:00,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389,CA
9680,CA-2016-130113,2016-12-27 00:00:00,2016-12-31 00:00:00,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,94122,West,OFF-ST-10000046,Office Supplies,Storage,Fellowes Super Stor/Drawer Files,323.1,2,0,61.389,9681,2016-12-27 00:00:00,2016-12-31 00:00:00,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94122,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,668.16,9,0.2,75.1679999999999,CA
9681,CA-2016-130113,2016-12-27 00:00:00,2016-12-31 00:00:00,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,94122,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,668.16,9,0.2,75.1679999999999,9681,2016-12-27 00:00:00,2016-12-31 00:00:00,Standard Class,AH-10030,Aaron Hawkins,Corporate,United States,San Francisco,California,94122,West,TEC-PH-10003505,Technology,Phones,Geemarc AmpliPOWER60,668.16,9,0.2,75.1679999999999,CA
1738,CA-2016-130204,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,1738,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,CA
1739,CA-2016-130204,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401,1738,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,CA
1740,CA-2016-130204,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602,1738,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,CA
1738,CA-2016-130204,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,1739,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401,CA
1739,CA-2016-130204,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401,1739,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401,CA
1740,CA-2016-130204,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602,1739,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401,CA
1738,CA-2016-130204,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,94122,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,31.44,3,0,8.4888,1740,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602,CA
1739,CA-2016-130204,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,94122,West,TEC-AC-10003038,Technology,Accessories,Kingston Digital DataTraveler 16GB USB 2.0,17.9,2,0,3.401,1740,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602,CA
1740,CA-2016-130204,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602,1740,2016-09-03 00:00:00,2016-09-09 00:00:00,Standard Class,DB-13120,David Bremer,Corporate,United States,San Francisco,California,94122,West,TEC-AC-10003590,Technology,Accessories,"TRENDnet 56K USB 2.0 Phone, Internet and Fax Modem",129.45,5,0,46.602,CA
6034,CA-2016-130253,2016-12-14 00:00:00,2016-12-18 00:00:00,Standard Class,PP-18955,Paul Prost,Home Office,United States,Los Angeles,90036,West,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3,0,5.1816,6034,2016-12-14 00:00:00,2016-12-18 00:00:00,Standard Class,PP-18955,Paul Prost,Home Office,United States,Los Angeles,California,90036,West,FUR-FU-10002963,Furniture,Furnishings,"Master Caster Door Stop, Gray",15.24,3,0,5.1816,CA
4634,CA-2016-130456,2016-08-21 00:00:00,2016-08-26 00:00:00,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,94122,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,6,0.15,34.494,4634,2016-08-21 00:00:00,2016-08-26 00:00:00,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,6,0.15,34.494,CA
4635,CA-2016-130456,2016-08-21 00:00:00,2016-08-26 00:00:00,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.2392,4634,2016-08-21 00:00:00,2016-08-26 00:00:00,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,6,0.15,34.494,CA
4634,CA-2016-130456,2016-08-21 00:00:00,2016-08-26 00:00:00,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,94122,West,FUR-BO-10003893,Furniture,Bookcases,Sauder Camden County Collection Library,586.398,6,0.15,34.494,4635,2016-08-21 00:00:00,2016-08-26 00:00:00,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.2392,CA
4635,CA-2016-130456,2016-08-21 00:00:00,2016-08-26 00:00:00,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.2392,4635,2016-08-21 00:00:00,2016-08-26 00:00:00,Standard Class,DS-13180,David Smith,Corporate,United States,San Francisco,California,94122,West,OFF-ST-10000736,Office Supplies,Storage,Carina Double Wide Media Storage Towers in Natural & Black,80.98,1,0,3.2392,CA
1761,CA-2016-130785,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.83919999999998,1761,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.83919999999998,CA
1762,CA-2016-130785,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038,1761,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.83919999999998,CA
1763,CA-2016-130785,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964,1761,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.83919999999998,CA
1761,CA-2016-130785,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.83919999999998,1762,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038,CA
1762,CA-2016-130785,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038,1762,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038,CA
1763,CA-2016-130785,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964,1762,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038,CA
1761,CA-2016-130785,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,92105,West,FUR-BO-10000330,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",411.332,4,0.15,-4.83919999999998,1763,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964,CA
1762,CA-2016-130785,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,92105,West,OFF-BI-10001900,Office Supplies,Binders,"DXL Angle-View Binders with Locking Rings, Black",28.752,6,0.2,9.7038,1763,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964,CA
1763,CA-2016-130785,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964,1763,2016-09-05 00:00:00,2016-09-09 00:00:00,Standard Class,AG-10900,Arthur Gainer,Consumer,United States,San Diego,California,92105,West,FUR-BO-10003159,Furniture,Bookcases,"Sauder Camden County Collection Libraries, Planked Cherry Finish",293.199,3,0.15,-20.6964,CA
283,CA-2016-130890,2016-11-02 00:00:00,2016-11-06 00:00:00,Standard Class,JO-15280,"Jas O'Carroll",Consumer,United States,Los Angeles,90004,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942,283,2016-11-02 00:00:00,2016-11-06 00:00:00,Standard Class,JO-15280,"Jas O'Carroll",Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,"Bevis Round Bullnose 29"" High Table Top",1038.84,5,0.2,51.942,CA
195,CA-2016-131457,2016-10-31 00:00:00,2016-11-06 00:00:00,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Redlands,92374,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,7,0,6.7116,195,2016-10-31 00:00:00,2016-11-06 00:00:00,Standard Class,MZ-17515,Mary Zewe,Corporate,United States,Redlands,California,92374,West,OFF-EN-10001509,Office Supplies,Envelopes,Poly String Tie Envelopes,14.28,7,0,6.7116,CA
693,CA-2016-131534,2016-03-28 00:00:00,2016-04-02 00:00:00,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,90036,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936,693,2016-03-28 00:00:00,2016-04-02 00:00:00,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936,CA
694,CA-2016-131534,2016-03-28 00:00:00,2016-04-02 00:00:00,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,90036,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,0,16.032,693,2016-03-28 00:00:00,2016-04-02 00:00:00,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936,CA
693,CA-2016-131534,2016-03-28 00:00:00,2016-04-02 00:00:00,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,90036,West,TEC-AC-10002253,Technology,Accessories,Imation Bio 8GB USB Flash Drive Imation Corp,166.24,1,0,24.936,694,2016-03-28 00:00:00,2016-04-02 00:00:00,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,0,16.032,CA
694,CA-2016-131534,2016-03-28 00:00:00,2016-04-02 00:00:00,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,90036,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,0,16.032,694,2016-03-28 00:00:00,2016-04-02 00:00:00,Standard Class,AB-10165,Alan Barnes,Consumer,United States,Los Angeles,California,90036,West,OFF-PA-10000743,Office Supplies,Paper,Xerox 1977,33.4,5,0,16.032,CA
1815,CA-2016-131597,2016-09-14 00:00:00,2016-09-18 00:00:00,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Los Angeles,90045,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,170.136,3,0.2,-8.50679999999999,1815,2016-09-14 00:00:00,2016-09-18 00:00:00,Standard Class,SP-20620,Stefania Perrino,Corporate,United States,Los Angeles,California,90045,West,FUR-TA-10002607,Furniture,Tables,KI Conference Tables,170.136,3,0.2,-8.50679999999999,CA
